RowId,Location
1,67.9238204956
2,37.3585939407
3,29.2419834137
4,36.1163520813
5,61.6828193665
6,37.623046875
7,74.2974071503
8,38.424161911
9,35.7771577835
10,36.8370351791
11,22.7786579132
12,37.1913528442
13,59.439617157
14,27.6048288345
15,81.1594905853
16,29.6083488464
17,38.3104562759
18,26.4147434235
19,15.9282102585
20,28.0348205566
21,48.9977016449
22,51.3979797363
23,62.6068267822
24,76.6664543152
25,32.6680612564
26,76.1918678284
27,47.9434146881
28,68.4126148224
29,47.6665735245
30,85.7904682159
31,67.1420230865
32,36.0286245346
33,27.5202226639
34,37.4853315353
35,59.9845161438
36,37.0805597305
37,74.1621952057
38,36.3635473251
39,34.6116342545
40,38.3801822662
41,20.3810019493
42,38.957616806
43,55.5688419342
44,30.7187919617
45,80.296628952
46,28.903298378
47,35.7247524261
48,31.8681821823
49,13.5634160042
50,32.428653717
51,47.5550708771
52,59.3693561554
53,66.1617279053
54,75.8002338409
55,33.5368452072
56,77.4586029053
57,49.6203746796
58,73.7761459351
59,49.8660163879
60,86.4747219086
61,65.4785785675
62,36.2854499817
63,30.832531929
64,37.7893352509
65,59.9134483337
66,37.5303440094
67,71.6034736633
68,36.688659668
69,36.8645811081
70,38.2746047974
71,24.1312351227
72,38.8631343842
73,56.4635353088
74,29.5930223465
75,77.443605423
76,29.6568689346
77,39.2127571106
78,30.2755079269
79,17.2197031975
80,32.5225839615
81,49.5564308167
82,56.9085102081
83,63.0508804321
84,76.4000301361
85,37.0216655731
86,77.7158660889
87,49.9481220245
88,72.0785121918
89,50.1038188934
90,84.0400257111
91,65.4314632416
92,37.5859651566
93,29.8908576965
94,38.7012519836
95,59.3223552704
96,38.1633968353
97,72.0212917328
98,38.4588775635
99,36.2044200897
100,39.1399497986
101,23.3763599396
102,40.2210960388
103,55.5517044067
104,28.7874441147
105,77.8909091949
106,30.2734394073
107,38.3400421143
108,29.3707208633
109,16.6133451462
110,32.5710496902
111,47.9493255615
112,52.5565338135
113,63.3318214417
114,75.3734149933
115,34.2766141891
116,76.4580574036
117,48.3892421722
118,68.9991931915
119,48.646030426
120,82.2329864502
121,67.3470439911
122,37.1319093704
123,28.4206466675
124,38.8281154633
125,61.0697937012
126,38.0439920425
127,74.1797389984
128,38.1643466949
129,35.1488599777
130,38.5398988724
131,21.8590407372
132,40.5965681076
133,57.1100234985
134,27.4597234726
135,80.4828872681
136,29.58959198
137,36.9278898239
138,28.1995697021
139,14.0294537544
140,32.4843864441
141,48.7166748047
142,52.0559921265
143,65.3857841492
144,76.6656246185
145,34.7877902985
146,78.0031986237
147,49.4670181274
148,68.9528217316
149,49.9467372894
150,86.4780235291
151,66.3853225708
152,37.4201488495
153,28.6723880768
154,38.1898126602
155,59.4329280853
156,37.8590526581
157,73.8431625366
158,38.1818389893
159,35.8557100296
160,38.6071586609
161,21.3033370972
162,39.5237445831
163,55.5745124817
164,29.3586101532
165,80.0510730743
166,30.3264684677
167,37.8671722412
168,29.6803293228
169,14.6046638489
170,32.1028661728
171,47.4699697495
172,53.5648670197
173,64.5663414001
174,74.9258995056
175,32.3346691132
176,75.8541984558
177,48.1244258881
178,69.7605571747
179,48.3201885223
180,82.9560985565
181,67.1670570374
182,35.1946706772
183,27.5984373093
184,34.9472179413
185,60.3804073334
186,35.8614835739
187,74.254234314
188,36.4141302109
189,35.2777662277
190,36.2255573273
191,20.1459088326
192,36.9737062454
193,57.732416153
194,24.8370466232
195,81.3689575195
196,27.5519142151
197,38.5032176971
198,24.1637449265
199,12.6683320999
200,28.3753509521
201,49.9478645325
202,51.3329429626
203,63.2803287506
204,75.6209335327
205,31.9956293106
206,76.3644218445
207,48.5751342773
208,69.413526535
209,48.5404014587
210,83.5886936188
211,66.5547008514
212,35.8101453781
213,29.9847450256
214,36.5243425369
215,60.1624660492
216,36.8406257629
217,72.8127479553
218,36.1506328583
219,36.2078790665
220,37.7301750183
221,23.2594299316
222,37.7180728912
223,56.6607570648
224,29.6072587967
225,79.0464763641
226,28.8674612045
227,37.9513034821
228,30.0323009491
229,16.6360173225
230,31.0518836975
231,48.2088031769
232,54.4131546021
233,63.6857414246
234,73.1097736359
235,34.0343599319
236,74.1064224243
237,48.9878311157
238,69.4973373413
239,49.2461185455
240,81.0830039978
241,65.6282844543
242,38.8481655121
243,30.908454895
244,38.0137424469
245,59.4612121582
246,39.4914722443
247,72.4085826874
248,39.7976303101
249,37.5040512085
250,38.9786739349
251,24.0502138138
252,38.6120996475
253,56.1367835999
254,30.6836671829
255,79.0827941895
256,32.4753456116
257,40.9337253571
258,30.0152950287
259,17.24695158
260,31.2402677536
261,48.3442897797
262,57.0762805939
263,61.82563591
264,77.8552322388
265,32.8227024078
266,77.5031204224
267,47.5225124359
268,72.2840366364
269,47.423409462
270,85.0958461761
271,66.2553119659
272,35.932806015
273,29.5368690491
274,36.1322565079
275,59.8806552887
276,36.6665868759
277,72.9532756805
278,36.7102546692
279,36.1152706146
280,36.8917264938
281,22.8812170029
282,37.3104829788
283,57.1825046539
284,27.4683294296
285,79.2976970673
286,28.558339119
287,38.4518079758
288,27.4618406296
289,16.0340137482
290,29.5101242065
291,48.6795387268
292,52.8011741638
293,63.1562633514
294,73.1253032684
295,33.4114265442
296,73.5114898682
297,48.5771884918
298,67.4608383179
299,48.5436630249
300,81.270160675
301,67.4462757111
302,38.5335502625
303,30.1633501053
304,36.8325719833
305,61.3805122375
306,38.9610757828
307,73.9920043945
308,39.7322273254
309,36.7474851608
310,37.7982788086
311,23.5617527962
312,37.4381446838
313,58.0165157318
314,30.1201086044
315,81.1089248657
316,32.6591491699
317,39.6680288315
318,28.8463783264
319,16.4951305389
320,29.8840312958
321,48.6227531433
322,55.6294441223
323,61.2260112762
324,80.04205513
325,34.6174449921
326,79.143819809
327,48.2297229767
328,72.8114147186
329,47.6902112961
330,87.8607788086
331,65.9599113464
332,38.267206192
333,30.5534563065
334,37.8739156723
335,59.6045780182
336,38.8004179001
337,72.7999992371
338,38.8464689255
339,37.2172307968
340,38.6040287018
341,23.5872802734
342,38.5438127518
343,55.7780742645
344,30.7996244431
345,79.2822647095
346,32.2960309982
347,40.5135097504
348,30.3859434128
349,16.6771674156
350,32.1773357391
351,48.3716869354
352,57.2054843903
353,62.3571968079
354,77.573884964
355,33.654132843
356,77.595582962
357,48.0646762848
358,72.6901359558
359,47.9960575104
360,85.2129936218
361,66.4886856079
362,37.3115873337
363,28.9530744553
364,35.7541322708
365,59.8546829224
366,37.8253469467
367,73.0246925354
368,37.3966655731
369,35.4792308807
370,36.9076280594
371,23.5307149887
372,35.9040298462
373,56.6932353973
374,31.1998844147
375,79.3052043915
376,29.9526100159
377,38.871468544
378,30.6003370285
379,16.3613462448
380,28.6511335373
381,46.3940620422
382,63.343952179
383,61.6743793488
384,76.7743206024
385,32.0760097504
386,75.7191925049
387,46.975856781
388,74.3208961487
389,46.5746870041
390,85.9277057648
391,66.5383472443
392,36.6046714783
393,27.1620426178
394,35.4742269516
395,59.7198886871
396,36.8447570801
397,73.7820682526
398,37.1661615372
399,34.9887943268
400,35.5283174515
401,21.0986709595
402,36.205327034
403,55.8144664764
404,27.7668228149
405,80.4370193481
406,28.6294698715
407,37.5276231766
408,27.1196622849
409,14.1227474213
410,27.3644342422
411,45.0665531158
412,58.8128242493
413,62.5389976501
414,73.7438964844
415,30.9017028809
416,72.7722873688
417,45.8958034515
418,70.3145027161
419,46.322968483
420,82.8637390137
421,66.7805957794
422,38.993765831
423,30.2025232315
424,37.7593002319
425,59.7928962708
426,39.9850788116
427,74.3401279449
428,40.119764328
429,37.0431203842
430,38.7213535309
431,22.7469892502
432,38.0955877304
433,55.9938182831
434,32.1705436707
435,81.1025676727
436,33.3931217194
437,40.4396381378
438,31.6159830093
439,15.9951510429
440,31.2850198746
441,46.6516714096
442,61.0334186554
443,62.0643081665
444,81.1854858398
445,31.8355579376
446,79.8103981018
447,46.4694471359
448,77.6094932556
449,46.3051986694
450,87.3241424561
451,66.3080463409
452,36.2807121277
453,30.3996706009
454,34.6616849899
455,60.1511421204
456,36.6765375137
457,72.1896858215
458,37.6742963791
459,36.3549356461
460,36.0908889771
461,24.4769382477
462,35.526881218
463,58.1282215118
464,27.7588148117
465,78.6103649139
466,29.4802436829
467,39.5871620178
468,27.0292854309
469,18.6234869957
470,27.4739027023
471,47.6464662552
472,52.0264320374
473,60.6500244141
474,72.0270423889
475,32.5550909042
476,70.7895126343
477,46.9129629135
478,65.7258224487
479,46.473074913
480,78.7158107758
481,65.9867477417
482,37.9767351151
483,29.0657157898
484,36.3273868561
485,59.3302402496
486,38.2506465912
487,72.960193634
488,39.034907341
489,35.7853317261
490,37.6476488113
491,22.1118221283
492,37.2755470276
493,55.7755908966
494,29.8889293671
495,80.458688736
496,32.9892711639
497,40.48341465
498,28.7590713501
499,14.3170723915
500,30.7215614319
501,48.1769657135
502,58.5519332886
503,60.1882266998
504,79.9850692749
505,32.6877393723
506,79.1052532196
507,47.1667299271
508,74.0488243103
509,46.611084938
510,86.7993450165
511,64.4222145081
512,36.1647491455
513,31.3236923218
514,37.646487236
515,58.6480464935
516,36.9620790482
517,70.0876750946
518,36.2177095413
519,36.7502832413
520,37.9436130524
521,25.510597229
522,38.5134716034
523,56.1394386292
524,29.7170333862
525,75.6108055115
526,28.5918874741
527,39.9789648056
528,30.6567792892
529,18.5290431976
530,32.2723531723
531,50.3321342468
532,58.4525127411
533,64.0674762726
534,71.0326652527
535,35.2303361893
536,72.1968097687
537,50.1298141479
538,69.1494884491
539,50.3283004761
540,78.8375873566
541,64.2200202942
542,35.7931938171
543,30.6557950974
544,37.2552251816
545,58.3815765381
546,36.9351968765
547,69.9718894958
548,35.9721450806
549,36.5529584885
550,37.7397708893
551,24.8369922638
552,38.3711557388
553,55.5091495514
554,29.5994167328
555,75.2413158417
556,28.6517486572
557,38.5617771149
558,30.5312404633
559,18.1262698174
560,32.0965261459
561,49.0378189087
562,55.9118270874
563,62.5778388977
564,72.1921977997
565,36.2076616287
566,73.6656761169
567,49.4976882935
568,69.1485157013
569,49.6893997192
570,79.4175281525
571,65.4576587677
572,35.5172424316
573,29.2145061493
574,36.0622501373
575,59.2552928925
576,36.2366065979
577,72.0285873413
578,36.245347023
579,35.7385053635
580,36.7511758804
581,22.6647405624
582,37.3357458115
583,56.314447403
584,27.283244133
585,78.342206955
586,28.2798442841
587,37.9482707977
588,27.4885396957
589,15.8792037964
590,29.79429245
591,48.2235660553
592,52.2651729584
593,62.6651515961
594,72.2666416168
595,33.4883108139
596,72.8006000519
597,48.3736152649
598,66.7433681488
599,48.3441581726
600,80.2507038116
601,63.6134777069
602,35.8357572556
603,30.894361496
604,37.2235422134
605,57.4292793274
606,36.9075937271
607,70.3620929718
608,35.5712814331
609,37.5347042084
610,37.9498100281
611,24.2901391983
612,38.4531240463
613,54.6924762726
614,29.3114347458
615,75.4264640808
616,28.5130376816
617,39.1636962891
618,29.9734811783
619,17.7549390793
620,32.1523704529
621,49.2675933838
622,56.1010551453
623,63.3408222198
624,70.0308151245
625,35.1401824951
626,71.6522369385
627,49.4290523529
628,68.2661762238
629,49.5813903809
630,76.6736068726
631,67.1809501648
632,36.8055696487
633,30.6664953232
634,35.4488067627
635,60.5156593323
636,36.8215999603
637,74.3633594513
638,38.5614566803
639,36.9898281097
640,36.6492519379
641,24.3576536179
642,36.1107501984
643,57.6368236542
644,28.1592464447
645,80.6127891541
646,29.4755029678
647,40.2093200684
648,26.4894304276
649,17.6241416931
650,26.9660482407
651,46.3888750076
652,59.5285949707
653,62.3569221497
654,71.4761123657
655,32.1539468765
656,69.7126979828
657,47.4406270981
658,68.0178909302
659,47.1150369644
660,79.8412857056
661,66.2485084534
662,37.5347127914
663,30.1404790878
664,36.638792038
665,60.4494838715
666,38.1595659256
667,72.4565734863
668,38.5912027359
669,36.3091878891
670,37.3140649796
671,23.9100165367
672,37.2787370682
673,56.8010616302
674,29.4125375748
675,79.1851787567
676,31.2521924973
677,39.5340528488
678,28.6335382462
679,16.9016003609
680,29.6802835464
681,48.0014705658
682,56.1277713776
683,60.9478168488
684,76.9195861816
685,34.7215747833
686,76.3889522552
687,47.9021844864
688,70.6400585175
