RowId,Location
1,67.55624198913574
2,37.19706630706787
3,29.490983963012695
4,37.123148918151855
5,61.44815254211426
6,37.771413803100586
7,74.29916381835938
8,38.224602699279785
9,35.750078201293945
10,37.62148475646973
11,23.07068109512329
12,38.03360080718994
13,58.14727020263672
14,27.049372673034668
15,81.15502738952637
16,29.103232383728027
17,38.179707527160645
18,26.995405197143555
19,15.988692283630371
20,29.326106071472168
21,48.19196891784668
22,52.60906219482422
23,63.947444915771484
24,75.35108184814453
25,32.977684020996094
26,75.36460876464844
27,48.16534423828125
28,67.99505996704102
29,48.346309661865234
30,84.9642219543457
31,67.01737403869629
32,37.03370761871338
33,29.048738479614258
34,37.414873123168945
35,60.506269454956055
36,37.96204376220703
37,73.75516891479492
38,37.83349800109863
39,35.690460205078125
40,38.09061527252197
41,22.061450958251953
42,38.39548301696777
43,56.961639404296875
44,30.593939781188965
45,80.04462432861328
46,29.566417694091797
47,38.13516426086426
48,30.535563468933105
49,15.32477617263794
50,30.822564125061035
51,48.41067695617676
52,58.29026985168457
53,64.88532829284668
54,75.15959358215332
55,33.14989757537842
56,75.82774543762207
57,48.84832763671875
58,72.57814979553223
59,48.794883728027344
60,84.2259578704834
61,65.97849655151367
62,36.560608863830566
63,30.457735061645508
64,37.29212951660156
65,60.32806205749512
66,37.32421875
67,72.12361335754395
68,37.26609706878662
69,36.392635345458984
70,37.71039962768555
71,24.40104389190674
72,37.8894739151001
73,57.22561454772949
74,29.80214023590088
75,78.00502395629883
76,29.66576099395752
77,39.11104202270508
78,30.10172939300537
79,18.09833335876465
80,30.923343658447266
81,48.46165466308594
82,56.22047996520996
83,62.32449531555176
84,74.74814987182617
85,35.54669380187988
86,75.08268356323242
87,48.93336868286133
88,70.83218765258789
89,49.183576583862305
90,82.9387149810791
91,65.85741233825684
92,38.82850742340088
93,30.104204177856445
94,39.57583236694336
95,59.82121467590332
96,39.64423656463623
97,72.28276634216309
98,39.99318981170654
99,36.57282829284668
100,40.31331825256348
101,24.044623374938965
102,41.11666202545166
103,56.36363410949707
104,30.59922981262207
105,78.72046852111816
106,31.775659561157227
107,38.69498920440674
108,30.866575241088867
109,16.919732093811035
110,33.5731201171875
111,48.762319564819336
112,55.203392028808594
113,64.10953330993652
114,77.18869400024414
115,34.70248317718506
116,77.97369003295898
117,49.06098747253418
118,71.11433029174805
119,49.23679161071777
120,84.56512069702148
121,67.2216854095459
