RowId,Location
1,67.17824935913086
2,36.96547222137451
3,28.96281623840332
4,36.73231029510498
5,60.670183181762695
6,37.708680152893066
7,73.86542129516602
8,37.935407638549805
9,35.5191593170166
10,37.3586483001709
11,22.310734748840332
12,37.6913366317749
13,57.620670318603516
14,26.827889442443848
15,80.84607696533203
16,28.93886947631836
17,38.19247627258301
18,26.827900886535645
19,15.229057788848877
20,28.94340991973877
21,47.98971748352051
22,52.396202087402344
23,63.11151123046875
24,76.04649925231934
25,32.728102684020996
26,76.07854843139648
27,47.47819232940674
28,68.37111854553223
29,47.9536714553833
30,85.69713592529297
31,66.66610336303711
32,37.16019058227539
33,28.585012435913086
34,37.47321796417236
35,59.6125373840332
36,38.063721656799316
37,73.22737312316895
38,37.63494300842285
39,35.58536338806152
40,38.27838134765625
41,21.36531972885132
42,38.48562240600586
43,56.105403900146484
44,30.635281562805176
45,79.74010276794434
46,29.88655185699463
47,38.242441177368164
48,30.79434299468994
49,14.38679552078247
50,31.235478401184082
51,48.425846099853516
52,58.35084342956543
53,64.4000358581543
54,75.76191329956055
55,32.85956382751465
56,76.46718978881836
57,48.52024841308594
58,73.02983665466309
59,48.65411567687988
60,84.64883422851562
61,65.71061897277832
62,36.558457374572754
63,30.262661933898926
64,37.02254390716553
65,59.9220027923584
66,37.277838706970215
67,71.4990234375
68,37.02140522003174
69,36.45956611633301
70,37.74758434295654
71,24.336539268493652
72,37.702826499938965
73,56.99103927612305
74,29.843579292297363
75,77.59107398986816
76,29.812746047973633
77,39.42484474182129
78,30.290273666381836
79,17.64688539505005
80,31.233384132385254
81,49.14731025695801
82,56.21064376831055
83,61.95612144470215
84,75.27755928039551
85,35.84036064147949
86,75.74789428710938
87,49.061227798461914
88,71.12255859375
89,49.26082992553711
90,83.37458038330078
91,65.0229549407959
92,38.72619152069092
93,29.715625762939453
94,39.85173797607422
95,58.91816711425781
96,39.84243106842041
97,71.32739067077637
98,39.60085487365723
99,36.31764793395996
100,40.61088180541992
101,23.250948429107666
102,41.548293113708496
103,55.741281509399414
104,30.614913940429688
105,77.70403861999512
106,31.671546936035156
107,38.6993293762207
108,30.899276733398438
109,15.767157554626465
110,34.34294128417969
111,49.536460876464844
112,55.08137512207031
113,63.91329002380371
114,77.0742073059082
115,34.44151782989502
116,78.23406028747559
117,49.233049392700195
118,71.10074615478516
119,49.40178680419922
120,84.14009284973145
121,65.97677993774414
122,36.94902420043945
123,27.88670825958252
124,38.1124792098999
125,59.634321212768555
126,37.75005340576172
127,72.43436050415039
128,37.664626121520996
129,34.556450843811035
130,38.27666473388672
131,21.313241958618164
132,39.31138801574707
133,56.28065872192383
134,28.285085678100586
135,79.6541862487793
136,28.912817001342773
137,37.604241371154785
138,28.769659996032715
139,13.785979270935059
140,31.915766716003418
141,48.628835678100586
142,54.86672401428223
143,63.39828300476074
144,76.53035545349121
145,34.09979724884033
146,77.74556350708008
147,48.90039825439453
148,70.51947784423828
149,49.08596420288086
150,85.20459365844727
151,65.96843719482422
152,37.01872444152832
153,28.998533248901367
154,36.54355716705322
155,59.1328067779541
156,37.74749279022217
157,72.65035629272461
158,37.96662139892578
159,35.91060161590576
160,37.48017597198486
161,21.957046508789062
162,37.59110641479492
163,56.26522636413574
164,28.94937229156494
165,79.30317878723145
166,30.032947540283203
167,38.964712142944336
168,28.58825397491455
169,15.409533977508545
170,29.955880165100098
171,47.75146293640137
172,55.00505447387695
173,62.41915512084961
174,74.26044273376465
175,32.45887470245361
176,74.1339282989502
177,47.40646934509277
178,69.74213218688965
179,47.304219245910645
180,81.21909141540527
181,67.15212821960449
182,35.0427303314209
183,26.90625286102295
184,34.944302558898926
185,59.639699935913086
186,36.09407043457031
187,75.57955169677734
188,36.47269821166992
189,35.64513301849365
190,36.08413124084473
191,18.96309471130371
192,36.24744415283203
193,56.79515075683594
194,25.545198440551758
195,82.5754451751709
196,27.135046005249023
197,38.326040267944336
198,26.08707046508789
199,11.554347038269043
200,27.7009334564209
201,47.972594261169434
202,54.499202728271484
203,64.28883934020996
204,76.23603057861328
205,30.261520385742188
206,75.85609817504883
207,47.37699222564697
208,71.6253433227539
209,47.54594135284424
210,84.49832153320312
211,66.70074462890625
212,36.518752098083496
213,29.348937034606934
214,36.4680118560791
215,60.24675750732422
216,37.386786460876465
217,72.88899993896484
218,37.24395561218262
219,35.7487678527832
220,37.12734317779541
221,22.546857833862305
222,37.20267677307129
223,57.281192779541016
224,29.35085105895996
225,79.54983901977539
226,29.36787986755371
227,38.89603042602539
228,29.12398052215576
229,15.987370491027832
230,29.69560718536377
231,48.83102989196777
232,55.51372146606445
